track_id,release_id,work_id,version_id,artist_id,artist_name,song_name,album_name,track_position,row_type,release_date,release_category,edition_type,version_type,source_release_id,duration_seconds,spotify_url,youtube_url
trk_089a3ea89329,rel_35e8b98538fd,wrk_46428a994e92,ver_a9de8682d65c,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Reaction Time Live Sleez Greez Keez,MONSTER PEACE,3/17,track,2009-07,original,standard,live_recording,,201,,
trk_79d07c8dadbf,rel_35e8b98538fd,wrk_5c14085e3147,ver_f96da1bef494,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Locksmith (Getnel Ev Tesnel),MONSTER PEACE,4/17,track,2009-07,original,standard,same_master,,164,,
trk_ada92c40d801,rel_35e8b98538fd,wrk_2471c6ecf246,ver_565942b5123e,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Torgom The Giant,MONSTER PEACE,5/17,track,2009-07,original,standard,same_master,,632,,
trk_15bcd68da2e3,rel_35e8b98538fd,wrk_d4eae1a6264c,ver_31468adcc8e3,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Set The T.V. On Fire,MONSTER PEACE,6/17,track,2009-07,original,standard,same_master,,79,,
trk_872a5c946f10,rel_35e8b98538fd,wrk_b32dce59938e,ver_f36f2f7f9d9c,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Nasterio (Edited Version With Vox),MONSTER PEACE,7/17,track,2009-07,original,standard,remix_or_edit,,68,,
trk_15e3186fc810,rel_35e8b98538fd,wrk_6c69590758fc,ver_a4bf6e3291ce,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,I Dissolve In You,MONSTER PEACE,8/17,track,2009-07,original,standard,same_master,,197,,
trk_47571aed5f11,rel_35e8b98538fd,wrk_d741647f5787,ver_1bc5f004a58d,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Solar Disk,MONSTER PEACE,9/17,track,2009-07,original,standard,same_master,,177,,
trk_e23425d61349,rel_35e8b98538fd,wrk_9543c40ac489,ver_6e5ee65de0cc,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,UMIGHTBN22,MONSTER PEACE,10/17,track,2009-07,original,standard,same_master,,176,,
trk_9a40719554fe,rel_35e8b98538fd,wrk_e36b4ed9458f,ver_3410f8831d88,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Funk Across The Water,MONSTER PEACE,11/17,track,2009-07,original,standard,same_master,,266,,
trk_a6a18c81232a,rel_35e8b98538fd,wrk_2e616020f5f3,ver_397c43fc82c4,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Yerkar Bazhanum (Live),MONSTER PEACE,12/17,track,2009-07,original,standard,live_recording,,223,,
trk_70d567025c71,rel_35e8b98538fd,wrk_cd3e60902f20,ver_08a7f4a69e74,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Makes Me Believe,MONSTER PEACE,13/17,track,2009-07,original,standard,same_master,,249,,
trk_6200481ecff6,rel_35e8b98538fd,wrk_e0a7cb694266,ver_2afc48c828fd,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,As I Slowly,MONSTER PEACE,14/17,track,2009-07,original,standard,same_master,,254,,
trk_62925764fdcb,rel_35e8b98538fd,wrk_75793c31a16f,ver_ecf9ef84dae2,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,The Piatek,MONSTER PEACE,15/17,track,2009-07,original,standard,same_master,,579,,
trk_c3bf162fa4b8,rel_35e8b98538fd,wrk_d0b1d7d3d30c,ver_8d4fbbc7e17e,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Binge,MONSTER PEACE,16/17,track,2009-07,original,standard,same_master,,176,,
trk_c89cbbb76ced,rel_35e8b98538fd,wrk_b32dce59938e,ver_b319dd2790c2,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Nasterio,MONSTER PEACE,17/17,track,2009-07,original,standard,same_master,,176,,
trk_914a60f1eb5a,rel_4fab19f11a84,wrk_33f5c38d3163,ver_5c197eda51e0,art_34351f9810ae,Danny Bedrosian,SERI MISTIK,SERI MISTIK,,album,2010-03,original,standard,same_master,,,https://open.spotify.com/album/3wAosJ4EkspDeJsStaO72v,
trk_f04045d786e5,rel_4fab19f11a84,wrk_50c9564ed6ca,ver_f61ea8a6dbf6,art_34351f9810ae,Danny Bedrosian,Hurrian Hymn Verse I,SERI MISTIK,1/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/0qiYaJAC9js7YKb4AAUcuL,
trk_6c92beb67118,rel_4fab19f11a84,wrk_a865cf7d6617,ver_1f6068dfc8dd,art_34351f9810ae,Danny Bedrosian,Puru - Kuzzi,SERI MISTIK,2/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/1r8NSiNf5Yl3aj2IOH5diO,
trk_ea9e8cce4ebe,rel_4fab19f11a84,wrk_addacae387c8,ver_d7edff4ee914,art_34351f9810ae,Danny Bedrosian,Eyes,SERI MISTIK,3/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/15R4s6ZzWCat5uiIutbTFF,
trk_82d746d2a366,rel_4fab19f11a84,wrk_2a02b314878b,ver_69d0fc37da48,art_34351f9810ae,Danny Bedrosian,Anahid,SERI MISTIK,4/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/0Vtr3crqNp1OZ3ytwv9B0k,
trk_99afcb812309,rel_4fab19f11a84,wrk_82e683ecf519,ver_b894593650ce,art_34351f9810ae,Danny Bedrosian,Now I Know,SERI MISTIK,5/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/4voxUkLosqPjC0lscUMWMk,
trk_48ddd69f6f8e,rel_4fab19f11a84,wrk_f30285c33117,ver_bb97872a9c53,art_34351f9810ae,Danny Bedrosian,Subari,SERI MISTIK,6/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/3w9FLHukjc29YlMfDOh9Kv,
trk_291a475dd508,rel_4fab19f11a84,wrk_d2ae18ce2054,ver_2bc301566e74,art_34351f9810ae,Danny Bedrosian,You Know I Gotcha,SERI MISTIK,7/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/6QicgKPj9VZBUBismNWZ6V,
trk_315963e78f2e,rel_4fab19f11a84,wrk_6377a9e60675,ver_9bce602eb6aa,art_34351f9810ae,Danny Bedrosian,Here Is The Water (Habousi),SERI MISTIK,8/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/2UHoGhQcP7CynZYHUilH8n,
trk_6bc2f3f3246c,rel_4fab19f11a84,wrk_f36cfb5e0fa7,ver_c76985e76058,art_34351f9810ae,Danny Bedrosian,Remote Control,SERI MISTIK,9/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/0We2bIynlWAzaWW6cadLbr,
trk_705ed7d619a9,rel_4fab19f11a84,wrk_153bd9c75240,ver_eccc182e883f,art_34351f9810ae,Danny Bedrosian,Vahagn,SERI MISTIK,10/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/69UZ6d8vDpSDauNyHdVr6w,
trk_5d27d99129c8,rel_4fab19f11a84,wrk_393642349c5b,ver_95564ff9b045,art_34351f9810ae,Danny Bedrosian,My Daytime,SERI MISTIK,11/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/1uudbE7qTrzx3AiSqc9wy8,
trk_fb24d171c8d9,rel_4fab19f11a84,wrk_7505cdf28c57,ver_22d30f710435,art_34351f9810ae,Danny Bedrosian,Tondurak,SERI MISTIK,12/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/1ml6tBU0LKIoEOqElrwN0y,
trk_1f90c5f5a140,rel_4fab19f11a84,wrk_c2abe73c3699,ver_5e3dfb1db60e,art_34351f9810ae,Danny Bedrosian,Mer Tan Etev,SERI MISTIK,13/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/370PKHbvpG0AwjyDvCiRHc,
trk_6e54495874d1,rel_4fab19f11a84,wrk_1c94de4658b3,ver_62b3ebe777ed,art_34351f9810ae,Danny Bedrosian,Organ Doner,SERI MISTIK,14/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/5iiDIWL406MtVkgXg8rlOm,
trk_40a4709badf4,rel_4fab19f11a84,wrk_76d162ddd8d2,ver_f15f28a50bdb,art_34351f9810ae,Danny Bedrosian,Hurrian Hymn Verse II,SERI MISTIK,15/16,track,2010-03,original,standard,same_master,,,https://open.spotify.com/track/0qiYaJAC9js7YKb4AAUcuL,
trk_1c3c6529afcd,rel_4fab19f11a84,wrk_7837d74c66c6,ver_0563861d905c,art_34351f9810ae,Danny Bedrosian,Unknown,SERI MISTIK,16/16,track,2010-03,original,standard,same_master,,231,https://open.spotify.com/track/4eQ7eb2swQY6RobsmwmqsH,
trk_ca4dc07e2fa0,rel_54b13cb300d4,wrk_c3b570ff7e3f,ver_d57efbdf7a1d,art_38a09b92afdb,Various P-Funk members,The Big Ol' Nasty Getdown Volume 1,The Big Ol' Nasty Getdown Volume 1,,album,2010-08-11,original,standard,same_master,,,,
trk_3e17a81d16ee,rel_54b13cb300d4,wrk_4bbbd6f1846f,ver_4267c0c6de0d,art_38a09b92afdb,Various P-Funk members,The Big Ol' Nasty Getdown,The Big Ol' Nasty Getdown Volume 1,1/11,track,2010-08-11,original,standard,same_master,,230,,
trk_d7e80f1976ba,rel_54b13cb300d4,wrk_2482edd30188,ver_0083f8d1c9fa,art_38a09b92afdb,Various P-Funk members,Include Me,The Big Ol' Nasty Getdown Volume 1,2/11,track,2010-08-11,original,standard,same_master,,251,,
trk_639619856149,rel_54b13cb300d4,wrk_0b3134f91d0a,ver_084fb44b8d8c,art_38a09b92afdb,Various P-Funk members,I Will Wait For You,The Big Ol' Nasty Getdown Volume 1,3/11,track,2010-08-11,original,standard,same_master,,267,,
trk_0493f47e41f8,rel_54b13cb300d4,wrk_09b0b5b20ee4,ver_f2b06736a129,art_38a09b92afdb,Various P-Funk members,College Funk,The Big Ol' Nasty Getdown Volume 1,4/11,track,2010-08-11,original,standard,same_master,,254,,
trk_0d10f51a794f,rel_54b13cb300d4,wrk_eb194a9039e2,ver_3adee8e9bee5,art_38a09b92afdb,Various P-Funk members,Wake Me Up,The Big Ol' Nasty Getdown Volume 1,5/11,track,2010-08-11,original,standard,same_master,,158,,
trk_78f262e01788,rel_54b13cb300d4,wrk_19de508e9d65,ver_79250241121e,art_38a09b92afdb,Various P-Funk members,Platinum,The Big Ol' Nasty Getdown Volume 1,6/11,track,2010-08-11,original,standard,same_master,,461,,
trk_4c937d08c219,rel_54b13cb300d4,wrk_2a343299102b,ver_190f19d06fd4,art_38a09b92afdb,Various P-Funk members,Room 2012,The Big Ol' Nasty Getdown Volume 1,7/11,track,2010-08-11,original,standard,same_master,,353,,
trk_84d31e803b41,rel_54b13cb300d4,wrk_092316b3e30c,ver_498f6caea002,art_38a09b92afdb,Various P-Funk members,The Beauty of Pretty,The Big Ol' Nasty Getdown Volume 1,8/11,track,2010-08-11,original,standard,same_master,,285,,
trk_47822b286044,rel_54b13cb300d4,wrk_6bc74a19d60f,ver_3abc4c429cec,art_38a09b92afdb,Various P-Funk members,Away From The World,The Big Ol' Nasty Getdown Volume 1,9/11,track,2010-08-11,original,standard,same_master,,461,,
trk_cc80e578062b,rel_54b13cb300d4,wrk_b0b9a833e75d,ver_bcc84291426c,art_38a09b92afdb,Various P-Funk members,It's So Hard to Go,The Big Ol' Nasty Getdown Volume 1,10/11,track,2010-08-11,original,standard,same_master,,173,,
trk_a5ee14711e67,rel_54b13cb300d4,wrk_6dd84e3281d7,ver_ee7c7e5ebede,art_38a09b92afdb,Various P-Funk members,Amplify,The Big Ol' Nasty Getdown Volume 1,11/11,track,2010-08-11,original,standard,same_master,,461,,
trk_64b8640be011,rel_3b95acece8b7,wrk_6ad68372a5d0,ver_d54503e98239,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,LOST FROTH,LOST FROTH,,album,2010-09,original,standard,same_master,,,https://open.spotify.com/album/2TD6XZbHAmnAhQLQXM7NJM,
trk_0f9a7f7d824f,rel_3b95acece8b7,wrk_a77bf62a0ebf,ver_67b6b3ed2d70,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Grass Chamber,LOST FROTH,1/12,track,2010-09,original,standard,same_master,,229,,
trk_b5c6dc57785e,rel_3b95acece8b7,wrk_2471c6ecf246,ver_9ca736fec323,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Torgom The Giant (Live!),LOST FROTH,2/12,track,2010-09,original,standard,live_recording,,287,,
trk_7d129c4fcde4,rel_3b95acece8b7,wrk_55b344009d6d,ver_d68f159645e7,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Nasterio (Alternate!),LOST FROTH,3/12,track,2010-09,original,standard,same_master,,224,,
trk_84e66e558643,rel_3b95acece8b7,wrk_32c64aa62f27,ver_45f5b55dc0a8,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Reaction Time (Live!),LOST FROTH,4/12,track,2010-09,original,standard,live_recording,,362,https://open.spotify.com/track/6Xk5r5SJ9rT6BWnGqM78JJ,
trk_da37e86f1161,rel_3b95acece8b7,wrk_d4a932839999,ver_944336438dda,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Two-Three-Nasty,LOST FROTH,5/12,track,2010-09,original,standard,same_master,,226,,
trk_d2ec55b357b0,rel_3b95acece8b7,wrk_b1397e0a1eeb,ver_d983ae7fcc92,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Five (Live!),LOST FROTH,6/12,track,2010-09,original,standard,live_recording,,173,,
trk_db94914f8c59,rel_3b95acece8b7,wrk_223f44037a26,ver_8b14d0892b4d,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Too Far Removed,LOST FROTH,7/12,track,2010-09,original,standard,same_master,,126,,
trk_69589a3042af,rel_3b95acece8b7,wrk_d4eae1a6264c,ver_ae4361a59a9d,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Set The T.V. On Fire (Live!),LOST FROTH,8/12,track,2010-09,original,standard,live_recording,,295,,
trk_dc61f9e41b13,rel_3b95acece8b7,wrk_6e341790f455,ver_37cea4ee5103,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Rooster Riot!,LOST FROTH,9/12,track,2010-09,original,standard,same_master,,401,,
trk_e1d776b65875,rel_3b95acece8b7,wrk_7234b5aaa8db,ver_f48004f75bc7,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Dog - A - Doux (Live!),LOST FROTH,10/12,track,2010-09,original,standard,live_recording,,158,,
trk_dfc5f6bc94b4,rel_3b95acece8b7,wrk_60957a4e16a3,ver_8990b9186e33,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Teaction Rhyme,LOST FROTH,11/12,track,2010-09,original,standard,same_master,,245,,
trk_dcb33d5f7d60,rel_3b95acece8b7,wrk_e3babf9242aa,ver_bfa13d66a86b,art_1f8a2c66fa69,Danny Bedrosian and Secret Army,Sway Songs (Live!),LOST FROTH,12/12,track,2010-09,original,standard,live_recording,,,https://open.spotify.com/track/5zZvGHY5XvgvRVnRh44ba7,
trk_28c580bb7869,rel_c05f136dadcc,wrk_83dd6342731e,ver_30fa75bdffcd,art_86dc1e35e5ca,George Clinton and The P-Funk All-Stars,LIVE IN FRANCE,LIVE IN FRANCE,,album,2010-12,live,standard,live_recording,,,,
trk_42e3eed3a5de,rel_fb2782f33dbd,wrk_3c12a91e03a2,ver_7eb893d4a009,art_34351f9810ae,Danny Bedrosian,SONGS FOR A BETTER TOMORROW,SONGS FOR A BETTER TOMORROW,,album,2011-09,original,standard,same_master,,,https://open.spotify.com/album/3zcsvrAtzPfJjb6y1sCVwU,
trk_1da303023366,rel_956f9cb9c2e7,wrk_52031e130640,ver_affc2ab23558,art_d2906652eb5d,Funkadelic,First Ya Gotta Shake The Gate,First Ya Gotta Shake The Gate,,album,2014-11-25,original,standard,same_master,,,https://open.spotify.com/album/5lslKuLlzEULcLc2Vmm7m4,
trk_292407481b65,rel_956f9cb9c2e7,wrk_793d36bfab98,ver_de37468ccd0a,art_d2906652eb5d,Funkadelic,Baby Like Fonkin' It Up,First Ya Gotta Shake The Gate,1/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/3AWVkQyljZmceTw7oeXINn,
trk_a5a372272035,rel_956f9cb9c2e7,wrk_8eabd73323cc,ver_11db8a5b5c30,art_d2906652eb5d,Funkadelic,Get Low,First Ya Gotta Shake The Gate,2/33,track,2014-11-25,original,standard,same_master,,344,https://open.spotify.com/track/0I3OYZek1ZWaWkuKT3zrzh,
trk_8c05fedd59cf,rel_956f9cb9c2e7,wrk_9f7c457e0d67,ver_6ac6f7aa3318,art_d2906652eb5d,Funkadelic,If I Didn't Love You,First Ya Gotta Shake The Gate,3/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/6Vr09ZJWZJbuHyuE2fbWt0,
trk_d74578f875c1,rel_956f9cb9c2e7,wrk_cc66f2ae7b0d,ver_f569dcb12923,art_d2906652eb5d,Funkadelic,Fucked Up,First Ya Gotta Shake The Gate,4/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/1iALXEnjfcl6pbpKaNSnxx,
trk_fa6ce499ffab,rel_cc34d6c0a5bc,wrk_f4efc617201a,ver_3671670527f0,art_d2906652eb5d,Funkadelic,Ain't That Funkin' Kinda Hard on You?,First Ya Gotta Shake The Gate,5/33,track,2014-11-25,reissue,standard,same_master,,310,https://open.spotify.com/track/6SgQIoLn8kpu8J4wfwGWy8,
trk_f8aa2cd7c991,rel_956f9cb9c2e7,wrk_725b3c2a1648,ver_911645d82afe,art_d2906652eb5d,Funkadelic,I Mo B Yodog Fo Eva,First Ya Gotta Shake The Gate,6/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/6VL6sssrn9DHNux25Fkkao,
trk_f403a55311f7,rel_956f9cb9c2e7,wrk_2e3c742bca56,ver_9b890d3bb35e,art_d2906652eb5d,Funkadelic,In da Kar,First Ya Gotta Shake The Gate,7/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/3NBdpiUHPmtaVUw7LR2tEH,
trk_16f8c3cf5f3b,rel_956f9cb9c2e7,wrk_99ce0b038284,ver_ba33a213b136,art_d2906652eb5d,Funkadelic,Radio Friendly,First Ya Gotta Shake The Gate,8/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/6TflxaSAR6HRgAfsik8zDr,
trk_560222a9e336,rel_956f9cb9c2e7,wrk_c0cffaad7a19,ver_15a52d96b754,art_d2906652eb5d,Funkadelic,Mathematics of Love,First Ya Gotta Shake The Gate,9/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/2HZwQA04Tr1k9SJK0C2inK,
trk_05f3b1fac2a2,rel_956f9cb9c2e7,wrk_747a3f03d104,ver_2dd1cd4eed31,art_d2906652eb5d,Funkadelic,Creases,First Ya Gotta Shake The Gate,10/33,track,2014-11-25,original,standard,same_master,,191,https://open.spotify.com/track/3YFYHyUsOa3wI3W9IX0KRU,
trk_0017d2cfcd93,rel_956f9cb9c2e7,wrk_20d2344d8aa7,ver_fddb682da7f2,art_d2906652eb5d,Funkadelic,Not Your Average Rapper,First Ya Gotta Shake The Gate,11/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/1fB5hB4CF4qkgx1kk0HKQA,
trk_3cf1eef2ad97,rel_cc34d6c0a5bc,wrk_52031e130640,ver_affc2ab23558,art_d2906652eb5d,Funkadelic,First Ya Gotta Shake the Gate,First Ya Gotta Shake The Gate,12/33,track,2014-11-25,reissue,standard,same_master,,,https://open.spotify.com/track/2NMw7SpIAtzsgf0cwpMRGB,
trk_6122206328c9,rel_956f9cb9c2e7,wrk_b266472d8286,ver_5344581cb42c,art_d2906652eb5d,Funkadelic,Roller Rink,First Ya Gotta Shake The Gate,13/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/7aQnc2PbitkDLcuIZem3xp,
trk_0238ea6d4981,rel_956f9cb9c2e7,wrk_b2275afe0a07,ver_d131d0358fa1,art_d2906652eb5d,Funkadelic,Jolene,First Ya Gotta Shake The Gate,14/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/3W61CgRdZjBWyqVz0SrY5s,
trk_9dd5bf4575b7,rel_956f9cb9c2e7,wrk_a221874281e6,ver_9359b8876e17,art_d2906652eb5d,Funkadelic,Nuclear Dog Part II,First Ya Gotta Shake The Gate,15/33,track,2014-11-25,original,standard,same_master,,402,https://open.spotify.com/track/4J5cc92v6wSZXc0HCoCq6S,
trk_789c1072659e,rel_956f9cb9c2e7,wrk_ad4fc22deba7,ver_872348e6433d,art_d2906652eb5d,Funkadelic,Dirty Queen,First Ya Gotta Shake The Gate,16/33,track,2014-11-25,original,standard,same_master,,225,https://open.spotify.com/track/5rN82ln7GyjSuJ8T7BPMZL,
trk_9f12c2a50b38,rel_956f9cb9c2e7,wrk_404d15731645,ver_de2df9348ce1,art_d2906652eb5d,Funkadelic,You Can't Unring the Bell,First Ya Gotta Shake The Gate,17/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/10EMo4s0bYfki01wRgR474,
trk_d3501afce560,rel_956f9cb9c2e7,wrk_13d950e71c13,ver_41296e42b105,art_d2906652eb5d,Funkadelic,Old Fool,First Ya Gotta Shake The Gate,18/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/20ixbWLvbxPDm0XLS8Ho6H,
trk_8127dc47e12d,rel_956f9cb9c2e7,wrk_0d77042ff7af,ver_70f6e4fd1e85,art_d2906652eb5d,Funkadelic,Pole Power,First Ya Gotta Shake The Gate,19/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/1q8RlCTqrGZGuKjtNjEqj6,
trk_cbe48f345d9a,rel_956f9cb9c2e7,wrk_b61a0d95898c,ver_da807aba98a5,art_d2906652eb5d,Funkadelic,Boom There We Go Again,First Ya Gotta Shake The Gate,20/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/6EZ6reowFkPWWZkz7HR6Y6,
trk_62eb8bdbd8cc,rel_956f9cb9c2e7,wrk_337c52bbb2ed,ver_6d91cd0ab6f5,art_d2906652eb5d,Funkadelic,As In,First Ya Gotta Shake The Gate,21/33,track,2014-11-25,original,standard,same_master,,409,https://open.spotify.com/track/4Bh7xVMy29EMDhLPa057Ke,
trk_5a0927408e95,rel_956f9cb9c2e7,wrk_c3fa1a00ab2c,ver_34f30f8fd6cf,art_d2906652eb5d,Funkadelic,Bernadette,First Ya Gotta Shake The Gate,22/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/41G8Z2xG159AZ5r78NNeT1,
trk_fdb56110d484,rel_956f9cb9c2e7,wrk_ded333cbfe03,ver_fe196a521876,art_d2906652eb5d,Funkadelic,Meow Meow,First Ya Gotta Shake The Gate,23/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/4nWaGn02R2eKrE1FoAw4WB,
trk_34fb28fa37ad,rel_956f9cb9c2e7,wrk_2930acc17b66,ver_f3dfba4ea9f0,art_d2906652eb5d,Funkadelic,Catchin' Boogie Fever,First Ya Gotta Shake The Gate,24/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/6GD1pbUgma6I6oEXyqL04Q,
trk_a3477f3fee6d,rel_cc34d6c0a5bc,wrk_1b6f55b41e5c,ver_01b30abc8200,art_d2906652eb5d,Funkadelic,The Naz,First Ya Gotta Shake The Gate,25/33,track,2014-11-25,reissue,standard,same_master,,338,https://open.spotify.com/track/0anrrXT69WJOaiOyb45mMW,
trk_ff4f4c9321d7,rel_956f9cb9c2e7,wrk_f026201dfd52,ver_5814a18f1e2a,art_d2906652eb5d,Funkadelic,Talking to the Wall,First Ya Gotta Shake The Gate,26/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/0pbGQziaPebyA3MHkgkzby,
trk_6f468555cfb6,rel_956f9cb9c2e7,wrk_d40ba7022de8,ver_c27d7585b2fe,art_d2906652eb5d,Funkadelic,Where Would I Go?,First Ya Gotta Shake The Gate,27/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/7AnVutyKWeBPm0SzfdtHOk,
trk_57c396a8b6e1,rel_956f9cb9c2e7,wrk_c1dd06ee8ad4,ver_be7a00189bd6,art_d2906652eb5d,Funkadelic,Yesterdejavu,First Ya Gotta Shake The Gate,28/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/7Dq3bqXhMYR247ecTjy8GY,
trk_59e2d0bd5c04,rel_956f9cb9c2e7,wrk_d58897539abf,ver_6b4bcb9418e5,art_d2906652eb5d,Funkadelic,Zip It,First Ya Gotta Shake The Gate,29/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/39BzFNRavNbVpNISdcNScC,
trk_c4fd509938f8,rel_956f9cb9c2e7,wrk_38a7800657ba,ver_dbff16217005,art_d2906652eb5d,Funkadelic,The Wall,First Ya Gotta Shake The Gate,30/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/5OvjIRedDosfo9g0brMAbz,
trk_fe71dff4f66e,rel_956f9cb9c2e7,wrk_03d7d9fd9b6a,ver_4ed772455bb9,art_d2906652eb5d,Funkadelic,Snot n' Booger,First Ya Gotta Shake The Gate,31/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/7n8djAsghmOUgNo7iJ5ai4,
trk_4c3cab892b56,rel_956f9cb9c2e7,wrk_4756579bd70a,ver_f6c4bcadd4de,art_d2906652eb5d,Funkadelic,Yellow Light,First Ya Gotta Shake The Gate,32/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/6mHRW4oL5ShnCmUKqEcp8f,
trk_16f392c50f1d,rel_956f9cb9c2e7,wrk_e0a3587dbb03,ver_d5f8ec6a9271,art_d2906652eb5d,Funkadelic,Dipety Dipety Doo Stop the Violence,First Ya Gotta Shake The Gate,33/33,track,2014-11-25,original,standard,same_master,,,https://open.spotify.com/track/6TdoqwtPt3LPCfVGzeTTzg,
trk_8fc5e348b5f6,rel_dadd5fe05c4b,wrk_1b6f55b41e5c,ver_01b30abc8200,art_d2906652eb5d,Funkadelic,The Naz,The Naz,,album,2013-04-20,original,standard,same_master,,338,https://open.spotify.com/album/41rx1qJDFyIJAh8J7MQfRt,
trk_8fe06df5e5ee,rel_4388de192595,wrk_f4efc617201a,ver_3671670527f0,art_d2906652eb5d,Funkadelic,Ain't That Funkin' Kinda Hard on You?,Ain't That Funkin' Kinda Hard on You?,,album,2014-10-21,original,standard,same_master,,,https://open.spotify.com/album/6oNH49eY5hvslOKlBftDo7,
trk_8beac4906f62,rel_b30236616561,wrk_8b5f624d6ecb,ver_c39021dd009b,art_7d9ac9826241,Parliament,Medicaid Fraud Dogg,Medicaid Fraud Dogg,,album,2018-05-22,original,standard,same_master,,,https://open.spotify.com/album/4wonGrifNoBQxCd42usUio,
trk_ad13e9163082,rel_b30236616561,wrk_0f0bf36b1eba,ver_29060a327458,art_7d9ac9826241,Parliament,Medicated Creep,Medicaid Fraud Dogg,1/23,track,2018-05-22,original,standard,same_master,,,https://open.spotify.com/track/55u1MK3J5vPC8JcYEa3nFK,
trk_b4e7a4fcecff,rel_b30236616561,wrk_e5b2ce50af79,ver_6a4f3a2fa593,art_7d9ac9826241,Parliament,Psychotropic,Medicaid Fraud Dogg,2/23,track,2018-05-22,original,standard,same_master,,,https://open.spotify.com/track/7DTgUk39mtUPZ4s7rpljk4,
trk_12480b969efa,rel_b30236616561,wrk_e6c7513cf18d,ver_383f37c264a6,art_7d9ac9826241,Parliament,69,Medicaid Fraud Dogg,3/23,track,2018-05-22,original,standard,same_master,,,https://open.spotify.com/track/6E1gCX88g0FXzWMey57xlm,
