release_id,track_position,person_name,person_name_variant,role,discogs_artist_id,discogs_release_id,source
rel_18d53be74cfe,15,Victor Wooten,,Featuring,312667,2791976,discogs
rel_18d53be74cfe,16,Brother Nature,,Featuring,250073,2791976,discogs
rel_18d53be74cfe,16,Henry + The Invisibles,Henry Invisible,Featuring,6788394,2791976,discogs
rel_18d53be74cfe,16,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_a85d15f6ef41,,Chris Andrews,Chris,Engineer [Assisted By],29383,6951715,discogs
rel_a85d15f6ef41,,Mark Childress,Mark,Engineer [Assisted By],617635,6951715,discogs
rel_a85d15f6ef41,,Scott (123),,Engineer [Assisted By],6660245,6951715,discogs
rel_a85d15f6ef41,,Bill Waller,"""Dollar-Bill"" Waller",Executive-Producer,1716789,6951715,discogs
rel_a85d15f6ef41,,Brian Gardner,,Mastered By,70778,6951715,discogs
rel_a85d15f6ef41,,Ben Grosse,,"Mixed By, Engineer",11780,6951715,discogs
rel_a85d15f6ef41,,Bootsy Collins,,Producer,24072,6951715,discogs
rel_a85d15f6ef41,,Bootsy Collins,Bootsy,Rap [Rappers],24072,6951715,discogs
rel_a85d15f6ef41,,Pretty Fatt,Pretty-Fatt,Rap [Rappers],80384,6951715,discogs
rel_a85d15f6ef41,,Gary Chandler,,Scratches [Scratchers],52941,6951715,discogs
rel_a85d15f6ef41,,Jason Wilson (2),,Scratches [Scratchers],686869,6951715,discogs
rel_a85d15f6ef41,A,Bootsy Collins,Bootsy,Written-By,24072,6951715,discogs
rel_a85d15f6ef41,A,Wes Boatman,W. Boatman,Written-By,149626,6951715,discogs
rel_a85d15f6ef41,B,Bootsy Collins,Bootsy,Written-By,24072,6951715,discogs
rel_a85d15f6ef41,B,Wes Boatman,W. Boatman,Written-By,149626,6951715,discogs
rel_d59bd81b6935,2,George Benson,,Featuring,2266,2791976,discogs
rel_d59bd81b6935,2,Williams Singers,,Featuring,7021066,2791976,discogs
rel_d59bd81b6935,3,Ellis Hall,,Featuring,279230,2791976,discogs
rel_d59bd81b6935,3,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_d59bd81b6935,4,"Christone ""Kingfish"" Ingram",,Featuring,5586985,2791976,discogs
rel_d59bd81b6935,5,Brandon Niederauer,"Brandon ""Taz"" Niederauer",Featuring,4932840,2791976,discogs
rel_d59bd81b6935,5,Snoop Dogg,,Featuring,132084,2791976,discogs
rel_d59bd81b6935,6,Emmaline,,Featuring,3104646,2791976,discogs
rel_d59bd81b6935,7,Brother Nature,,Featuring,250073,2791976,discogs
rel_d59bd81b6935,7,Christian McBride,,Featuring,44565,2791976,discogs
rel_d59bd81b6935,8,Robert Harding,"Robert ""Bewise"" Harding",Featuring,334629,2791976,discogs
rel_d59bd81b6935,9,Hollywood Anderson,,Featuring,9177484,2791976,discogs
rel_d59bd81b6935,10,Branford Marsalis,,Featuring,27803,2791976,discogs
rel_d59bd81b6935,10,Danielle Withers,Danielle René Withers,Featuring,3863161,2791976,discogs
rel_d59bd81b6935,10,Victor Wooten,,Featuring,312667,2791976,discogs
rel_d59bd81b6935,11,Branford Marsalis,,Featuring,27803,2791976,discogs
rel_d59bd81b6935,11,Larry Graham,,Featuring,113463,2791976,discogs
rel_d59bd81b6935,11,Uché,,Featuring,9177487,2791976,discogs
rel_d59bd81b6935,12,Brother Nature,,Featuring,250073,2791976,discogs
rel_d59bd81b6935,12,Johnny Davis,,Featuring,264861,2791976,discogs
rel_d59bd81b6935,13,Ellis Hall,,Featuring,279230,2791976,discogs
rel_d59bd81b6935,14,Christian McBride,,Featuring,44565,2791976,discogs
rel_d59bd81b6935,14,Emmaline,,Featuring,3104646,2791976,discogs
rel_d59bd81b6935,14,Frank Waddy,"Frankie ""Kash"" Waddy",Featuring,283777,2791976,discogs
rel_d59bd81b6935,15,Cornel West,Dr. Cornel West,Featuring,434702,2791976,discogs
rel_d59bd81b6935,15,Ellis Hall,,Featuring,279230,2791976,discogs
rel_d59bd81b6935,15,EmiSunshine,,Featuring,6552666,2791976,discogs
rel_d59bd81b6935,15,Victor Wooten,,Featuring,312667,2791976,discogs
rel_d59bd81b6935,16,Brother Nature,,Featuring,250073,2791976,discogs
rel_d59bd81b6935,16,Henry + The Invisibles,Henry Invisible,Featuring,6788394,2791976,discogs
rel_d59bd81b6935,16,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_55b9ed4b38ed,2,George Benson,,Featuring,2266,2791976,discogs
rel_55b9ed4b38ed,2,Williams Singers,,Featuring,7021066,2791976,discogs
rel_55b9ed4b38ed,3,Ellis Hall,,Featuring,279230,2791976,discogs
rel_55b9ed4b38ed,3,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_55b9ed4b38ed,4,"Christone ""Kingfish"" Ingram",,Featuring,5586985,2791976,discogs
rel_55b9ed4b38ed,5,Brandon Niederauer,"Brandon ""Taz"" Niederauer",Featuring,4932840,2791976,discogs
rel_55b9ed4b38ed,5,Snoop Dogg,,Featuring,132084,2791976,discogs
rel_55b9ed4b38ed,6,Emmaline,,Featuring,3104646,2791976,discogs
rel_55b9ed4b38ed,7,Brother Nature,,Featuring,250073,2791976,discogs
rel_55b9ed4b38ed,7,Christian McBride,,Featuring,44565,2791976,discogs
rel_55b9ed4b38ed,8,Robert Harding,"Robert ""Bewise"" Harding",Featuring,334629,2791976,discogs
rel_55b9ed4b38ed,9,Hollywood Anderson,,Featuring,9177484,2791976,discogs
rel_55b9ed4b38ed,10,Branford Marsalis,,Featuring,27803,2791976,discogs
rel_55b9ed4b38ed,10,Danielle Withers,Danielle René Withers,Featuring,3863161,2791976,discogs
rel_55b9ed4b38ed,10,Victor Wooten,,Featuring,312667,2791976,discogs
rel_55b9ed4b38ed,11,Branford Marsalis,,Featuring,27803,2791976,discogs
rel_55b9ed4b38ed,11,Larry Graham,,Featuring,113463,2791976,discogs
rel_55b9ed4b38ed,11,Uché,,Featuring,9177487,2791976,discogs
rel_55b9ed4b38ed,12,Brother Nature,,Featuring,250073,2791976,discogs
rel_55b9ed4b38ed,12,Johnny Davis,,Featuring,264861,2791976,discogs
rel_55b9ed4b38ed,13,Ellis Hall,,Featuring,279230,2791976,discogs
rel_55b9ed4b38ed,14,Christian McBride,,Featuring,44565,2791976,discogs
rel_55b9ed4b38ed,14,Emmaline,,Featuring,3104646,2791976,discogs
rel_55b9ed4b38ed,14,Frank Waddy,"Frankie ""Kash"" Waddy",Featuring,283777,2791976,discogs
rel_55b9ed4b38ed,15,Cornel West,Dr. Cornel West,Featuring,434702,2791976,discogs
rel_55b9ed4b38ed,15,Ellis Hall,,Featuring,279230,2791976,discogs
rel_55b9ed4b38ed,15,EmiSunshine,,Featuring,6552666,2791976,discogs
rel_55b9ed4b38ed,15,Victor Wooten,,Featuring,312667,2791976,discogs
rel_55b9ed4b38ed,16,Brother Nature,,Featuring,250073,2791976,discogs
rel_55b9ed4b38ed,16,Henry + The Invisibles,Henry Invisible,Featuring,6788394,2791976,discogs
rel_55b9ed4b38ed,16,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_231db5c5a824,2,George Benson,,Featuring,2266,2791976,discogs
rel_231db5c5a824,2,Williams Singers,,Featuring,7021066,2791976,discogs
rel_231db5c5a824,3,Ellis Hall,,Featuring,279230,2791976,discogs
rel_231db5c5a824,3,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_231db5c5a824,4,"Christone ""Kingfish"" Ingram",,Featuring,5586985,2791976,discogs
rel_231db5c5a824,5,Brandon Niederauer,"Brandon ""Taz"" Niederauer",Featuring,4932840,2791976,discogs
rel_231db5c5a824,5,Snoop Dogg,,Featuring,132084,2791976,discogs
rel_231db5c5a824,6,Emmaline,,Featuring,3104646,2791976,discogs
rel_231db5c5a824,7,Brother Nature,,Featuring,250073,2791976,discogs
rel_231db5c5a824,7,Christian McBride,,Featuring,44565,2791976,discogs
rel_231db5c5a824,8,Robert Harding,"Robert ""Bewise"" Harding",Featuring,334629,2791976,discogs
rel_231db5c5a824,9,Hollywood Anderson,,Featuring,9177484,2791976,discogs
rel_231db5c5a824,10,Branford Marsalis,,Featuring,27803,2791976,discogs
rel_231db5c5a824,10,Danielle Withers,Danielle René Withers,Featuring,3863161,2791976,discogs
rel_231db5c5a824,10,Victor Wooten,,Featuring,312667,2791976,discogs
rel_231db5c5a824,11,Branford Marsalis,,Featuring,27803,2791976,discogs
rel_231db5c5a824,11,Larry Graham,,Featuring,113463,2791976,discogs
rel_231db5c5a824,11,Uché,,Featuring,9177487,2791976,discogs
rel_231db5c5a824,12,Brother Nature,,Featuring,250073,2791976,discogs
rel_231db5c5a824,12,Johnny Davis,,Featuring,264861,2791976,discogs
rel_231db5c5a824,13,Ellis Hall,,Featuring,279230,2791976,discogs
rel_231db5c5a824,14,Christian McBride,,Featuring,44565,2791976,discogs
rel_231db5c5a824,14,Emmaline,,Featuring,3104646,2791976,discogs
rel_231db5c5a824,14,Frank Waddy,"Frankie ""Kash"" Waddy",Featuring,283777,2791976,discogs
rel_231db5c5a824,15,Cornel West,Dr. Cornel West,Featuring,434702,2791976,discogs
rel_231db5c5a824,15,Ellis Hall,,Featuring,279230,2791976,discogs
rel_231db5c5a824,15,EmiSunshine,,Featuring,6552666,2791976,discogs
rel_231db5c5a824,15,Victor Wooten,,Featuring,312667,2791976,discogs
rel_231db5c5a824,16,Brother Nature,,Featuring,250073,2791976,discogs
rel_231db5c5a824,16,Henry + The Invisibles,Henry Invisible,Featuring,6788394,2791976,discogs
rel_231db5c5a824,16,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_0232d3238977,2,George Benson,,Featuring,2266,2791976,discogs
rel_0232d3238977,2,Williams Singers,,Featuring,7021066,2791976,discogs
rel_0232d3238977,3,Ellis Hall,,Featuring,279230,2791976,discogs
rel_0232d3238977,3,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_0232d3238977,4,"Christone ""Kingfish"" Ingram",,Featuring,5586985,2791976,discogs
rel_0232d3238977,5,Brandon Niederauer,"Brandon ""Taz"" Niederauer",Featuring,4932840,2791976,discogs
rel_0232d3238977,5,Snoop Dogg,,Featuring,132084,2791976,discogs
rel_0232d3238977,6,Emmaline,,Featuring,3104646,2791976,discogs
rel_0232d3238977,7,Brother Nature,,Featuring,250073,2791976,discogs
rel_0232d3238977,7,Christian McBride,,Featuring,44565,2791976,discogs
rel_0232d3238977,8,Robert Harding,"Robert ""Bewise"" Harding",Featuring,334629,2791976,discogs
rel_0232d3238977,9,Hollywood Anderson,,Featuring,9177484,2791976,discogs
rel_0232d3238977,10,Branford Marsalis,,Featuring,27803,2791976,discogs
rel_0232d3238977,10,Danielle Withers,Danielle René Withers,Featuring,3863161,2791976,discogs
rel_0232d3238977,10,Victor Wooten,,Featuring,312667,2791976,discogs
rel_0232d3238977,11,Branford Marsalis,,Featuring,27803,2791976,discogs
rel_0232d3238977,11,Larry Graham,,Featuring,113463,2791976,discogs
rel_0232d3238977,11,Uché,,Featuring,9177487,2791976,discogs
rel_0232d3238977,12,Brother Nature,,Featuring,250073,2791976,discogs
rel_0232d3238977,12,Johnny Davis,,Featuring,264861,2791976,discogs
rel_0232d3238977,13,Ellis Hall,,Featuring,279230,2791976,discogs
rel_0232d3238977,14,Christian McBride,,Featuring,44565,2791976,discogs
rel_0232d3238977,14,Emmaline,,Featuring,3104646,2791976,discogs
rel_0232d3238977,14,Frank Waddy,"Frankie ""Kash"" Waddy",Featuring,283777,2791976,discogs
rel_0232d3238977,15,Cornel West,Dr. Cornel West,Featuring,434702,2791976,discogs
rel_0232d3238977,15,Ellis Hall,,Featuring,279230,2791976,discogs
rel_0232d3238977,15,EmiSunshine,,Featuring,6552666,2791976,discogs
rel_0232d3238977,15,Victor Wooten,,Featuring,312667,2791976,discogs
rel_0232d3238977,16,Brother Nature,,Featuring,250073,2791976,discogs
rel_0232d3238977,16,Henry + The Invisibles,Henry Invisible,Featuring,6788394,2791976,discogs
rel_0232d3238977,16,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_36995e98d64c,2,George Benson,,Featuring,2266,2791976,discogs
rel_36995e98d64c,2,Williams Singers,,Featuring,7021066,2791976,discogs
rel_36995e98d64c,3,Ellis Hall,,Featuring,279230,2791976,discogs
rel_36995e98d64c,3,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_36995e98d64c,4,"Christone ""Kingfish"" Ingram",,Featuring,5586985,2791976,discogs
rel_36995e98d64c,5,Brandon Niederauer,"Brandon ""Taz"" Niederauer",Featuring,4932840,2791976,discogs
rel_36995e98d64c,5,Snoop Dogg,,Featuring,132084,2791976,discogs
rel_36995e98d64c,6,Emmaline,,Featuring,3104646,2791976,discogs
rel_36995e98d64c,7,Brother Nature,,Featuring,250073,2791976,discogs
rel_36995e98d64c,7,Christian McBride,,Featuring,44565,2791976,discogs
rel_36995e98d64c,8,Robert Harding,"Robert ""Bewise"" Harding",Featuring,334629,2791976,discogs
rel_36995e98d64c,9,Hollywood Anderson,,Featuring,9177484,2791976,discogs
rel_36995e98d64c,10,Branford Marsalis,,Featuring,27803,2791976,discogs
rel_36995e98d64c,10,Danielle Withers,Danielle René Withers,Featuring,3863161,2791976,discogs
rel_36995e98d64c,10,Victor Wooten,,Featuring,312667,2791976,discogs
rel_36995e98d64c,11,Branford Marsalis,,Featuring,27803,2791976,discogs
rel_36995e98d64c,11,Larry Graham,,Featuring,113463,2791976,discogs
rel_36995e98d64c,11,Uché,,Featuring,9177487,2791976,discogs
rel_36995e98d64c,12,Brother Nature,,Featuring,250073,2791976,discogs
rel_36995e98d64c,12,Johnny Davis,,Featuring,264861,2791976,discogs
rel_36995e98d64c,13,Ellis Hall,,Featuring,279230,2791976,discogs
rel_36995e98d64c,14,Christian McBride,,Featuring,44565,2791976,discogs
rel_36995e98d64c,14,Emmaline,,Featuring,3104646,2791976,discogs
rel_36995e98d64c,14,Frank Waddy,"Frankie ""Kash"" Waddy",Featuring,283777,2791976,discogs
rel_36995e98d64c,15,Cornel West,Dr. Cornel West,Featuring,434702,2791976,discogs
rel_36995e98d64c,15,Ellis Hall,,Featuring,279230,2791976,discogs
rel_36995e98d64c,15,EmiSunshine,,Featuring,6552666,2791976,discogs
rel_36995e98d64c,15,Victor Wooten,,Featuring,312667,2791976,discogs
rel_36995e98d64c,16,Brother Nature,,Featuring,250073,2791976,discogs
rel_36995e98d64c,16,Henry + The Invisibles,Henry Invisible,Featuring,6788394,2791976,discogs
rel_36995e98d64c,16,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_a895b7755442,2,George Benson,,Featuring,2266,2791976,discogs
rel_a895b7755442,2,Williams Singers,,Featuring,7021066,2791976,discogs
rel_a895b7755442,3,Ellis Hall,,Featuring,279230,2791976,discogs
rel_a895b7755442,3,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_a895b7755442,4,"Christone ""Kingfish"" Ingram",,Featuring,5586985,2791976,discogs
rel_a895b7755442,5,Brandon Niederauer,"Brandon ""Taz"" Niederauer",Featuring,4932840,2791976,discogs
rel_a895b7755442,5,Snoop Dogg,,Featuring,132084,2791976,discogs
rel_a895b7755442,6,Emmaline,,Featuring,3104646,2791976,discogs
rel_a895b7755442,7,Brother Nature,,Featuring,250073,2791976,discogs
rel_a895b7755442,7,Christian McBride,,Featuring,44565,2791976,discogs
rel_a895b7755442,8,Robert Harding,"Robert ""Bewise"" Harding",Featuring,334629,2791976,discogs
rel_a895b7755442,9,Hollywood Anderson,,Featuring,9177484,2791976,discogs
rel_a895b7755442,10,Branford Marsalis,,Featuring,27803,2791976,discogs
rel_a895b7755442,10,Danielle Withers,Danielle René Withers,Featuring,3863161,2791976,discogs
rel_a895b7755442,10,Victor Wooten,,Featuring,312667,2791976,discogs
rel_a895b7755442,11,Branford Marsalis,,Featuring,27803,2791976,discogs
rel_a895b7755442,11,Larry Graham,,Featuring,113463,2791976,discogs
rel_a895b7755442,11,Uché,,Featuring,9177487,2791976,discogs
rel_a895b7755442,12,Brother Nature,,Featuring,250073,2791976,discogs
rel_a895b7755442,12,Johnny Davis,,Featuring,264861,2791976,discogs
rel_a895b7755442,13,Ellis Hall,,Featuring,279230,2791976,discogs
rel_a895b7755442,14,Christian McBride,,Featuring,44565,2791976,discogs
rel_a895b7755442,14,Emmaline,,Featuring,3104646,2791976,discogs
rel_a895b7755442,14,Frank Waddy,"Frankie ""Kash"" Waddy",Featuring,283777,2791976,discogs
rel_a895b7755442,15,Cornel West,Dr. Cornel West,Featuring,434702,2791976,discogs
rel_a895b7755442,15,Ellis Hall,,Featuring,279230,2791976,discogs
rel_a895b7755442,15,EmiSunshine,,Featuring,6552666,2791976,discogs
rel_a895b7755442,15,Victor Wooten,,Featuring,312667,2791976,discogs
rel_a895b7755442,16,Brother Nature,,Featuring,250073,2791976,discogs
rel_a895b7755442,16,Henry + The Invisibles,Henry Invisible,Featuring,6788394,2791976,discogs
rel_a895b7755442,16,Rod Castro (2),,Featuring,8779078,2791976,discogs
rel_2142b1b84fde,A1,Houseguests,,Performer,391097,1586838,discogs
rel_2142b1b84fde,A2,House Guest Rated X,,Performer,632597,1586838,discogs
rel_2142b1b84fde,A3,"Bootsy, Phelps & The Complete Strangers",,Performer,565975,1586838,discogs
rel_2142b1b84fde,A4,"Bootsy, Phelps & The Complete Strangers",,Performer,565975,1586838,discogs
rel_2142b1b84fde,A5,Houseguests,,Performer,391097,1586838,discogs
rel_2142b1b84fde,B1,Houseguests,,Performer,391097,1586838,discogs
rel_2142b1b84fde,B2,Bootsy Phelps And Gary,,Performer,4110702,1586838,discogs
rel_2142b1b84fde,B3,Bootsy Phelps And Gary,,Performer,4110702,1586838,discogs
rel_2142b1b84fde,B4,Bootsy Phelps And Gary,,Performer,4110702,1586838,discogs
rel_a0aa340c6f68,A,Bootsy Collins,Bootsey,Written-By,24072,810915,discogs
rel_a0aa340c6f68,A,Catfish Collins,Phelps,Written-By,157868,810915,discogs
rel_a0aa340c6f68,B,Bootsy Collins,Bootsey,Written-By,24072,810915,discogs
rel_a0aa340c6f68,B,Catfish Collins,Phelps,Written-By,157868,810915,discogs
rel_ef809a728f75,1-02,Bernie Worrell,B. Worrell,Written-By,33708,456825,discogs
rel_ef809a728f75,1-02,Don Davis (2),D. Davis,Written-By,248249,456825,discogs
rel_ef809a728f75,1-02,Frank Waddy,F. Waddy,Written-By,283777,456825,discogs
rel_ef809a728f75,1-03,Fred Wesley,F. Wesley,Written-By,29807,456825,discogs
rel_ef809a728f75,1-03,Maceo Parker,M. Parker,Written-By,84795,456825,discogs
rel_ef809a728f75,1-03,Richard Griffith,R. Griffith,Written-By,294183,456825,discogs
rel_ef809a728f75,1-03,Rick Gardner,R. Gardner,Written-By,296362,456825,discogs
rel_ef809a728f75,1-04,Anthony Cole,A. Cole,Written-By,334627,456825,discogs
rel_ef809a728f75,1-04,Flip Cornett,L. Cornett,Written-By,387571,456825,discogs
rel_ef809a728f75,1-04,Joel Johnson,J. Johnson,Written-By,157609,456825,discogs
rel_ef809a728f75,1-05,Catfish Collins,C. Collins,Written-By,157868,456825,discogs
rel_ef809a728f75,1-05,David Spradley,D. Spradley,Written-By,55173,456825,discogs
rel_ef809a728f75,1-05,Maceo Parker,M. Parker,Written-By,84795,456825,discogs
rel_ef809a728f75,1-06,Arnenita Walker,A. Walker,Written-By,386218,456825,discogs
rel_ef809a728f75,1-06,Carolyn Stanford,C. Stanford,Written-By,386216,456825,discogs
rel_ef809a728f75,1-06,Cynthia Girty,C. Girty,Written-By,386217,456825,discogs
rel_ef809a728f75,1-08,Fred Wesley,F. Wesley,Written-By,29807,456825,discogs
rel_ef809a728f75,1-08,Mike Mitchell (2),M. Mitchell,Written-By,298894,456825,discogs
rel_ef809a728f75,1-08,Vince Campbell,V. Campbell,Written-By,483141,456825,discogs
rel_ef809a728f75,1-09,George Clinton,G. Clinton,Written-By,29262,456825,discogs
rel_ef809a728f75,1-09,Trey Stone,T. Stone,Written-By,149627,456825,discogs
rel_ef809a728f75,1-10,Eddie Hazel,E. Hazel,Written-By,230473,456825,discogs
rel_ef809a728f75,1-11,Eddie Hazel,E. Hazel,Written-By,230473,456825,discogs
rel_ef809a728f75,1-11,Gary James,D. James,Written-By,387573,456825,discogs
rel_ef809a728f75,1-12,Greg Fitz,G. Fitz,Written-By,334637,456825,discogs
rel_ef809a728f75,2-01,Bernie Worrell,B. Worrell,Written-By,33708,456825,discogs
rel_ef809a728f75,2-01,Don Davis (2),D. Davis,Written-By,248249,456825,discogs
rel_ef809a728f75,2-01,Frank Waddy,F. Waddy,Written-By,283777,456825,discogs
rel_ef809a728f75,2-03,Catfish Collins,C. Collins,Written-By,157868,456825,discogs
rel_ef809a728f75,2-03,David Spradley,D. Spradley,Written-By,55173,456825,discogs
rel_ef809a728f75,2-03,Maceo Parker,M. Parker,Written-By,84795,456825,discogs
rel_ef809a728f75,2-04,Anthony Cole,A. Cole,Written-By,334627,456825,discogs
rel_ef809a728f75,2-04,Flip Cornett,L. Cornett,Written-By,387571,456825,discogs
rel_ef809a728f75,2-04,Joel Johnson,J. Johnson,Written-By,157609,456825,discogs
rel_ef809a728f75,2-05,Eddie Hazel,E. Hazel,Written-By,230473,456825,discogs
rel_ef809a728f75,2-05,Gary James,D. James,Written-By,387573,456825,discogs
rel_ef809a728f75,2-06,Arnenita Walker,A. Walker,Written-By,386218,456825,discogs
rel_ef809a728f75,2-06,Carolyn Stanford,C. Stanford,Written-By,386216,456825,discogs
rel_ef809a728f75,2-06,Cynthia Girty,C. Girty,Written-By,386217,456825,discogs
rel_ef809a728f75,2-07,George Clinton,G. Clinton,Written-By,29262,456825,discogs
rel_ef809a728f75,2-07,Trey Stone,T. Stone,Written-By,149627,456825,discogs
rel_ef809a728f75,2-09,Greg Fitz,G. Fitz,Written-By,334637,456825,discogs
rel_240731c65a91,1-02,Bernie Worrell,B. Worrell,Written-By,33708,456825,discogs
rel_240731c65a91,1-02,Don Davis (2),D. Davis,Written-By,248249,456825,discogs
rel_240731c65a91,1-02,Frank Waddy,F. Waddy,Written-By,283777,456825,discogs
rel_240731c65a91,1-03,Fred Wesley,F. Wesley,Written-By,29807,456825,discogs
rel_240731c65a91,1-03,Maceo Parker,M. Parker,Written-By,84795,456825,discogs
rel_240731c65a91,1-03,Richard Griffith,R. Griffith,Written-By,294183,456825,discogs
rel_240731c65a91,1-03,Rick Gardner,R. Gardner,Written-By,296362,456825,discogs
rel_240731c65a91,1-04,Anthony Cole,A. Cole,Written-By,334627,456825,discogs
rel_240731c65a91,1-04,Flip Cornett,L. Cornett,Written-By,387571,456825,discogs
rel_240731c65a91,1-04,Joel Johnson,J. Johnson,Written-By,157609,456825,discogs
rel_240731c65a91,1-05,Catfish Collins,C. Collins,Written-By,157868,456825,discogs
rel_240731c65a91,1-05,David Spradley,D. Spradley,Written-By,55173,456825,discogs
rel_240731c65a91,1-05,Maceo Parker,M. Parker,Written-By,84795,456825,discogs
rel_240731c65a91,1-06,Arnenita Walker,A. Walker,Written-By,386218,456825,discogs
rel_240731c65a91,1-06,Carolyn Stanford,C. Stanford,Written-By,386216,456825,discogs
rel_240731c65a91,1-06,Cynthia Girty,C. Girty,Written-By,386217,456825,discogs
rel_240731c65a91,1-08,Fred Wesley,F. Wesley,Written-By,29807,456825,discogs
rel_240731c65a91,1-08,Mike Mitchell (2),M. Mitchell,Written-By,298894,456825,discogs
rel_240731c65a91,1-08,Vince Campbell,V. Campbell,Written-By,483141,456825,discogs
rel_240731c65a91,1-09,George Clinton,G. Clinton,Written-By,29262,456825,discogs
rel_240731c65a91,1-09,Trey Stone,T. Stone,Written-By,149627,456825,discogs
rel_240731c65a91,1-10,Eddie Hazel,E. Hazel,Written-By,230473,456825,discogs
rel_240731c65a91,1-11,Eddie Hazel,E. Hazel,Written-By,230473,456825,discogs
rel_240731c65a91,1-11,Gary James,D. James,Written-By,387573,456825,discogs
rel_240731c65a91,1-12,Greg Fitz,G. Fitz,Written-By,334637,456825,discogs
rel_240731c65a91,2-01,Bernie Worrell,B. Worrell,Written-By,33708,456825,discogs
rel_240731c65a91,2-01,Don Davis (2),D. Davis,Written-By,248249,456825,discogs
rel_240731c65a91,2-01,Frank Waddy,F. Waddy,Written-By,283777,456825,discogs
rel_240731c65a91,2-03,Catfish Collins,C. Collins,Written-By,157868,456825,discogs
rel_240731c65a91,2-03,David Spradley,D. Spradley,Written-By,55173,456825,discogs
rel_240731c65a91,2-03,Maceo Parker,M. Parker,Written-By,84795,456825,discogs
rel_240731c65a91,2-04,Anthony Cole,A. Cole,Written-By,334627,456825,discogs
rel_240731c65a91,2-04,Flip Cornett,L. Cornett,Written-By,387571,456825,discogs
rel_240731c65a91,2-04,Joel Johnson,J. Johnson,Written-By,157609,456825,discogs
rel_240731c65a91,2-05,Eddie Hazel,E. Hazel,Written-By,230473,456825,discogs
rel_240731c65a91,2-05,Gary James,D. James,Written-By,387573,456825,discogs
rel_240731c65a91,2-06,Arnenita Walker,A. Walker,Written-By,386218,456825,discogs
rel_240731c65a91,2-06,Carolyn Stanford,C. Stanford,Written-By,386216,456825,discogs
rel_240731c65a91,2-06,Cynthia Girty,C. Girty,Written-By,386217,456825,discogs
rel_240731c65a91,2-07,George Clinton,G. Clinton,Written-By,29262,456825,discogs
rel_240731c65a91,2-07,Trey Stone,T. Stone,Written-By,149627,456825,discogs
rel_240731c65a91,2-09,Greg Fitz,G. Fitz,Written-By,334637,456825,discogs
rel_51beab82639b,A1,Bootsy Collins,William Collins,Written-By,24072,14565,discogs
rel_51beab82639b,A1,George Clinton,,Written-By,29262,14565,discogs
rel_51beab82639b,A1,Maceo Parker,,Written-By,84795,14565,discogs
rel_51beab82639b,A2,Bootsy Collins,William Collins,Written-By,24072,14565,discogs
rel_51beab82639b,A2,George Clinton,,Written-By,29262,14565,discogs
rel_51beab82639b,A3,Bootsy Collins,William Collins,Written-By,24072,14565,discogs
rel_51beab82639b,A3,Gary Mudbone Cooper,Gary Cooper,Written-By,8211,14565,discogs
rel_51beab82639b,A3,George Clinton,,Written-By,29262,14565,discogs
rel_51beab82639b,A4,Bootsy Collins,William Collins,Written-By,24072,14565,discogs
rel_51beab82639b,A4,Garry Shider,,Written-By,156375,14565,discogs
rel_51beab82639b,A4,Gary Mudbone Cooper,Gary Cooper,Written-By,8211,14565,discogs
rel_51beab82639b,A4,George Clinton,,Written-By,29262,14565,discogs
rel_51beab82639b,B1,Bootsy Collins,William Collins,Written-By,24072,14565,discogs
rel_51beab82639b,B1,Gary Mudbone Cooper,Gary Cooper,Written-By,8211,14565,discogs
rel_51beab82639b,B1,George Clinton,,Written-By,29262,14565,discogs
rel_51beab82639b,B2,Bootsy Collins,William Collins,Written-By,24072,14565,discogs
rel_51beab82639b,B2,Garry Shider,,Written-By,156375,14565,discogs
rel_51beab82639b,B2,Gary Mudbone Cooper,Gary Cooper,Written-By,8211,14565,discogs
rel_51beab82639b,B2,George Clinton,,Written-By,29262,14565,discogs
rel_51beab82639b,B3,Bootsy Collins,William Collins,Written-By,24072,14565,discogs
rel_51beab82639b,B3,George Clinton,,Written-By,29262,14565,discogs
rel_51beab82639b,B4,Bootsy Collins,William Collins,Written-By,24072,14565,discogs
rel_51beab82639b,B4,George Clinton,,Written-By,29262,14565,discogs
rel_51beab82639b,B4,Maceo Parker,,Written-By,84795,14565,discogs
rel_1ef79ff410fe,A1,Bootsy Collins,William Collins,Written-By,24072,14594,discogs
rel_1ef79ff410fe,A1,George Clinton,,Written-By,29262,14594,discogs
rel_1ef79ff410fe,A1,Maceo Parker,,Written-By,84795,14594,discogs
rel_1ef79ff410fe,A2,Bootsy Collins,William Collins,Written-By,24072,14594,discogs
rel_1ef79ff410fe,A2,Gary Mudbone Cooper,Gary Cooper,Written-By,8211,14594,discogs
